ccf_ap	ccf_dv	ccf_lr	allen_ontology
7953	4095.3	3474.6	ZI
7905.4	4076.8	3483.9	ZI
7935.4	4076.8	3473	ZI
7917.9	4058.3	3471.4	ZI
7947.9	4058.3	3460.5	ZI
7900.3	4039.7	3469.9	ZI
7930.3	4039.7	3458.9	ZI
7912.7	4021.2	3457.3	ZI
7942.8	4021.2	3446.4	ZI
7895.1	4002.6	3455.8	ZI
7925.2	4002.6	3444.8	ZI
7907.6	3984.1	3443.3	ZI
7937.7	3984.1	3432.3	ZI
7890	3965.5	3441.7	ZI
7920.1	3965.5	3430.8	ZI
7902.5	3947	3429.2	ZI
7932.5	3947	3418.2	ZI
7884.9	3928.4	3427.6	ZI
7914.9	3928.4	3416.7	ZI
7897.4	3909.9	3415.1	ZI
7927.4	3909.9	3404.2	ZI
7879.8	3891.4	3413.5	ZI
7909.8	3891.4	3402.6	ZI
7892.2	3872.8	3401	ZI
7922.3	3872.8	3390.1	ZI
7874.6	3854.3	3399.5	ZI
7904.7	3854.3	3388.5	ZI
7887.1	3835.7	3386.9	ZI
7917.2	3835.7	3376	ZI
7869.5	3817.2	3385.4	ZI
7899.6	3817.2	3374.4	ZI
7882	3798.6	3372.9	ZI
7912	3798.6	3361.9	ZI
7864.4	3780.1	3371.3	ZI
7876.9	3761.6	3358.8	ZI
7906.9	3761.6	3347.8	ZI
7859.3	3743	3357.2	ZI
7889.3	3743	3346.3	ZI
7871.7	3724.5	3344.7	ZI
7901.8	3724.5	3333.8	ZI
7854.1	3705.9	3343.1	ZI
7884.2	3705.9	3332.2	ZI
7866.6	3687.4	3330.6	TH
7896.7	3687.4	3319.7	TH
7849	3668.8	3329.1	TH
7879.1	3668.8	3318.1	TH
7861.5	3650.3	3316.5	TH
7891.5	3650.3	3305.6	TH
7843.9	3631.7	3315	TH
7873.9	3631.7	3304	TH
7856.4	3613.2	3302.5	TH
7886.4	3613.2	3291.5	TH
7838.8	3594.7	3300.9	TH
7868.8	3594.7	3289.9	TH
7851.2	3576.1	3288.4	TH
7881.3	3576.1	3277.4	TH
7833.6	3557.6	3286.8	TH
7863.7	3557.6	3275.9	TH
7846.1	3539	3274.3	TH
7876.2	3539	3263.4	TH
7828.5	3520.5	3272.7	TH
7858.6	3520.5	3261.8	TH
7841	3501.9	3260.2	TH
7871	3501.9	3249.3	TH
7823.4	3483.4	3258.6	TH
7853.4	3483.4	3247.7	TH
7835.9	3464.9	3246.1	TH
7865.9	3464.9	3235.2	TH
7818.3	3446.3	3244.6	TH
7848.3	3446.3	3233.6	TH
7860.8	3427.8	3221.1	TH
7813.1	3409.2	3230.5	TH
7843.2	3409.2	3219.5	TH
7825.6	3390.7	3218	TH
7855.7	3390.7	3207	TH
7808	3372.1	3216.4	TH
7838.1	3372.1	3205.5	TH
7820.5	3353.6	3203.9	TH
7850.5	3353.6	3193	TH
7802.9	3335	3202.3	TH
7832.9	3335	3191.4	TH
7815.4	3316.5	3189.8	TH
7845.4	3316.5	3178.9	TH
7797.8	3298	3188.2	TH
7827.8	3298	3177.3	TH
7810.2	3279.4	3175.7	TH
7840.3	3279.4	3164.8	TH
7792.6	3260.9	3174.2	TH
7822.7	3260.9	3163.2	TH
7805.1	3242.3	3161.7	TH
7835.2	3242.3	3150.7	TH
7787.5	3223.8	3160.1	TH
7817.6	3223.8	3149.1	TH
7800	3205.2	3147.6	TH
7830	3205.2	3136.6	TH
7782.4	3186.7	3146	TH
7812.5	3186.7	3135.1	LGd
7794.9	3168.2	3133.5	LGd
7824.9	3168.2	3122.5	LGd
7777.3	3149.6	3131.9	LGd
7807.3	3149.6	3121	LGd
7789.7	3131.1	3119.4	LGd
7819.8	3131.1	3108.5	LGd
7772.1	3112.5	3117.8	LGd
7802.2	3112.5	3106.9	LGd
7784.6	3094	3105.3	LGd
7814.7	3094	3094.4	LGd
7767	3075.4	3103.8	LGd
7779.5	3056.9	3091.2	LGd
7809.5	3056.9	3080.3	LGd
7761.9	3038.3	3089.7	LGd
7792	3038.3	3078.7	LGd
7774.4	3019.8	3077.2	LGd
7804.4	3019.8	3066.2	LGd
7756.8	3001.3	3075.6	LGd
7786.8	3001.3	3064.7	LGd
7769.2	2982.7	3063.1	LGd
7799.3	2982.7	3052.1	LGd
7751.6	2964.2	3061.5	LGd
7781.7	2964.2	3050.6	LGd
7764.1	2945.6	3049	LGd
7794.2	2945.6	3038.1	LGd
7746.5	2927.1	3047.4	LGd
7776.6	2927.1	3036.5	LGd
7759	2908.5	3034.9	LGd
7789	2908.5	3024	LGd
7741.4	2890	3033.4	LGd
7771.5	2890	3022.4	LGd
7753.9	2871.5	3020.8	LGd
7783.9	2871.5	3009.9	LGd
7736.3	2852.9	3019.3	LGd
7766.3	2852.9	3008.3	LGd
7748.7	2834.4	3006.8	LGd
7778.8	2834.4	2995.8	LGd
7731.1	2815.8	3005.2	LGd
7761.2	2815.8	2994.3	LGd
7743.6	2797.3	2992.7	LGd
7773.7	2797.3	2981.7	LGd
7726	2778.7	2991.1	LGd
7756.1	2778.7	2980.2	LGd
7738.5	2760.2	2978.6	LGd
7768.5	2760.2	2967.7	LGd
7720.9	2741.6	2977	LGd
7751	2741.6	2966.1	LGd
7763.4	2723.1	2953.6	LGd
7715.8	2704.6	2963	LGd
7745.8	2704.6	2952	CA3
7728.2	2686	2950.4	CA3
7758.3	2686	2939.5	CA3
7710.6	2667.5	2948.9	CA3
7740.7	2667.5	2937.9	CA3
